"citation","Experimental System","Experimental System Type","interaction","Modification","name","Phenotypes","Qualifications","Score","selected","shared interaction","shared name","Throughput"
"pubmed:9315629|pubmed:22365833|pubmed:16474851","Affinity Capture-Western|Two-hybrid","physical","interacts-with","","KHDRBS1 (interacts-with) KHDRBS1","","",,"false","interacts-with","KHDRBS1 (interacts-with) KHDRBS1","Low Throughput|High Throughput"
"pubmed:30462309","Affinity Capture-MS","physical","interacts-with","","MECOM (interacts-with) MECOM","","PRDM3|PRDM3dPR|high confidence interactors have a BDFR</=0.01",,"false","interacts-with","MECOM (interacts-with) MECOM","High Throughput"
"pubmed:26496610","Affinity Capture-MS","physical","interacts-with","","Ckap5 (interacts-with) BLMH","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)",,"false","interacts-with","Ckap5 (interacts-with) BLMH","High Throughput"
"pubmed:24981860","Affinity Capture-MS","physical","interacts-with","","HRNR (interacts-with) KPRP","","Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11","24.32794899","false","interacts-with","HRNR (interacts-with) KPRP","High Throughput"
"pubmed:20936779","Two-hybrid","physical","interacts-with","","APC (interacts-with) NUP153","","",,"false","interacts-with","APC (interacts-with) NUP153","High Throughput"
"pubmed:32807901","Affinity Capture-MS","physical","interacts-with","","TP53 (interacts-with) DNAH17","","",,"false","interacts-with","TP53 (interacts-with) DNAH17","High Throughput"
"pubmed:16196087","Affinity Capture-MS","physical","interacts-with","","UBC (interacts-with) SDHA","","#LPPI|Likely protein-protein interaction|native only",,"false","interacts-with","UBC (interacts-with) SDHA","High Throughput"
"pubmed:35271311","Affinity Capture-MS","physical","interacts-with","","HNRNPL (interacts-with) KHDRBS1","","Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins",,"false","interacts-with","HNRNPL (interacts-with) KHDRBS1","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","CRISP2 (interacts-with) PLXNA1","","BioPlex HCT HCT116 cells CompPASS score = 0.962833118, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.962833118","false","interacts-with","CRISP2 (interacts-with) PLXNA1","High Throughput"
"pubmed:26496610","Affinity Capture-MS","physical","interacts-with","","HUWE1 (interacts-with) PRSS1","","interaction detected by quantitative BAC-GFP interactomics (QUBIC)",,"false","interacts-with","HUWE1 (interacts-with) PRSS1","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","RPL15 (interacts-with) BMS1","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.979219938, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.979219938","false","interacts-with","RPL15 (interacts-with) BMS1","High Throughput"
"pubmed:16330552","Reconstituted Complex","physical","interacts-with","","SFTPA1 (interacts-with) SFTPA1","","Figure 4|dimer",,"false","interacts-with","SFTPA1 (interacts-with) SFTPA1","Low Throughput"
"pubmed:30462309","Affinity Capture-MS","physical","interacts-with","","MECOM (interacts-with) KHDRBS1","","PRDM3dPR|high confidence interactors have a BDFR</=0.01",,"false","interacts-with","MECOM (interacts-with) KHDRBS1","High Throughput"
"pubmed:33961781|pubmed:35271311","Affinity Capture-MS","physical","interacts-with","","YWHAZ (interacts-with) SRGAP2","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.999998867, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins","0.999998867","false","interacts-with","YWHAZ (interacts-with) SRGAP2","High Throughput"
"pubmed:10772858","Two-hybrid|Reconstituted Complex","physical","interacts-with","","HNRNPL (interacts-with) HNRNPL","","",,"false","interacts-with","HNRNPL (interacts-with) HNRNPL","Low Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","HOXA1 (interacts-with) DOCK2","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","HOXA1 (interacts-with) DOCK2","High Throughput"
"pubmed:16196087","Affinity Capture-MS","physical","interacts-with","","UBC (interacts-with) FRY","","#LPPI|Likely protein-protein interaction|native only",,"false","interacts-with","UBC (interacts-with) FRY","High Throughput"
"pubmed:16196087","Affinity Capture-MS","physical","interacts-with","","UBC (interacts-with) HLA-C","","#LPPI|Likely protein-protein interaction|native only",,"false","interacts-with","UBC (interacts-with) HLA-C","High Throughput"
"pubmed:16196087","Affinity Capture-MS","physical","interacts-with","","UBC (interacts-with) HLA-A","","#LPPI|Likely protein-protein interaction|native only",,"false","interacts-with","UBC (interacts-with) HLA-A","High Throughput"
"pubmed:26186194|pubmed:28514442|pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","AP2M1 (interacts-with) AMER1","","BioPlex 1.0 HEK 293T cells CompPASS score = 0.999998339, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.|BioPlex 2.0 HEK 293T cells CompPASS score = 0.999998133, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.999996732, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999998339|0.999998133|0.999996732","false","interacts-with","AP2M1 (interacts-with) AMER1","High Throughput"
"pubmed:32807901","Affinity Capture-MS","physical","interacts-with","","TP53 (interacts-with) TUBGCP6","","",,"false","interacts-with","TP53 (interacts-with) TUBGCP6","High Throughput"
"pubmed:30554943","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) HERC2","","AP-MS with a recombinant BRD4-ET domain identified 151 high-confidence interactors.",,"false","interacts-with","BRD4 (interacts-with) HERC2","High Throughput"
"pubmed:24658080|pubmed:32573437|pubmed:33842849","Affinity Capture-Western|Biochemical Activity|Two-hybrid","physical","interacts-with","Ubiquitination","RNF213 (interacts-with) RNF213","","auto-ubiquitination",,"false","interacts-with","RNF213 (interacts-with) RNF213","Low Throughput"
"pubmed:32296183","Two-hybrid","physical","interacts-with","","DOCK3 (interacts-with) HOXA1","","This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,"false","interacts-with","DOCK3 (interacts-with) HOXA1","High Throughput"
"pubmed:26186194|pubmed:28514442|pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","AP2M1 (interacts-with) APC","","BioPlex 1.0 HEK 293T cells CompPASS score = 0.99999959, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.|BioPlex 2.0 HEK 293T cells CompPASS score = 0.999986529, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.999935046, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.99999959|0.999986529|0.999935046","false","interacts-with","AP2M1 (interacts-with) APC","High Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","HLA-DRB5 (interacts-with) HLA-C","","BioPlex HCT HCT116 cells CompPASS score = 0.774867968, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.774867968","false","interacts-with","HLA-DRB5 (interacts-with) HLA-C","High Throughput"
"pubmed:24722987|pubmed:28977907|pubmed:31665549|pubmed:27259994","Affinity Capture-Western|Reconstituted Complex","physical","interacts-with","","HERC2 (interacts-with) TP53","","",,"false","interacts-with","HERC2 (interacts-with) TP53","Low Throughput"
"pubmed:15469845","Affinity Capture-Western","physical","interacts-with","","RAPH1 (interacts-with) ENAH","","",,"false","interacts-with","RAPH1 (interacts-with) ENAH","Low Throughput"
"pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","OR10H1 (interacts-with) TMUB2","","BioPlex 3.0 HEK 293T cells CompPASS score = 0.862079428, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.862079428","false","interacts-with","OR10H1 (interacts-with) TMUB2","High Throughput"
"pubmed:30554943","Affinity Capture-MS","physical","interacts-with","","BRD4 (interacts-with) DYNC1H1","","AP-MS with a recombinant BRD4-ET domain identified 151 high-confidence interactors.",,"false","interacts-with","BRD4 (interacts-with) DYNC1H1","High Throughput"
"pubmed:26186194|pubmed:28514442|pubmed:33961781","Affinity Capture-MS","physical","interacts-with","","AP2M1 (interacts-with) KIF13A","","BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999973, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.|BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999846, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999843, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).","0.999999973|0.999999846|0.999999843","false","interacts-with","AP2M1 (interacts-with) KIF13A","High Throughput"
