"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","complex","-","1.0",,"LRRC41 (FI) RBX1","false",,"LRRC41 (FI) RBX1"
"FI","catalyze; complex; input","->","1.0",,"KMT2D (FI) RXRA","false",,"KMT2D (FI) RXRA"
"FI","catalyzed by","<-","1.0",,"NRAS (FI) PTK2B","false",,"NRAS (FI) PTK2B"
"FI","expression regulated by; reaction","<-","1.0",,"BRCA1 (FI) FOXA1","false",,"BRCA1 (FI) FOXA1"
"FI","PPrel: inhibited by; catalyzed by","-","1.0",,"CDC42 (FI) SRGAP2","false",,"CDC42 (FI) SRGAP2"
"FI","predicted","-","0.6",,"SEC61A2 (FI) SEC62","false",,"SEC61A2 (FI) SEC62"
"FI","predicted","-","0.64",,"CASK (FI) EP300","false",,"CASK (FI) EP300"
"FI","complex; inhibited by; reaction","|-","1.0",,"CALM3 (FI) CDC42","false",,"CALM3 (FI) CDC42"
"FI","PPrel: activated by, phosphorylation; catalyzed by","<-","1.0",,"EP300 (FI) PRKACA","false",,"EP300 (FI) PRKACA"
"FI","PPrel: activation, phosphorylation, indirect effect; activate; activated by; catalyze; catalyzed by; complex; inhibit; input","<-","1.0",,"BRAF (FI) MAPK1","false",,"BRAF (FI) MAPK1"
"FI","complex; input","-","1.0",,"SMAD4 (FI) ZSCAN10","false",,"SMAD4 (FI) ZSCAN10"
"FI","complex; input","-","1.0",,"L1CAM (FI) SPTB","false",,"L1CAM (FI) SPTB"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR3A1 (FI) PRKACB","false",,"OR3A1 (FI) PRKACB"
"FI","predicted","-","0.64",,"DLX4 (FI) GRB2","false",,"DLX4 (FI) GRB2"
"FI","PPrel: activation, indirect effect; catalyze","->","1.0",,"FCGR2A (FI) RAC1","false",,"FCGR2A (FI) RAC1"
"FI","complex; input","-","1.0",,"POLR2F (FI) POU2F1","false",,"POLR2F (FI) POU2F1"
"FI","catalyzed by","<-","1.0",,"KRAS (FI) SPTBN4","false",,"KRAS (FI) SPTBN4"
"FI","activate; expression regulates; inhibited by; input","|->","1.0",,"EP300 (FI) HDAC1","false",,"EP300 (FI) HDAC1"
"FI","reaction","-","1.0",,"CTNNB1 (FI) DCTN1","false",,"CTNNB1 (FI) DCTN1"
"FI","expression regulated by","<-","1.0",,"PPARGC1B (FI) ZNF263","false",,"PPARGC1B (FI) ZNF263"
"FI","expression regulates","->","1.0",,"STAT1 (FI) THAP7","false",,"STAT1 (FI) THAP7"
"FI","catalyzed by; complex; input","<-","1.0",,"ACTA2 (FI) MYL5","false",,"ACTA2 (FI) MYL5"
"FI","predicted","-","0.64",,"LCE2A (FI) LCE2B","false",,"LCE2A (FI) LCE2B"
"FI","complex; input; reaction","-","1.0",,"CDC42 (FI) DYNC1H1","false",,"CDC42 (FI) DYNC1H1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR3A3 (FI) PRKACB","false",,"OR3A3 (FI) PRKACB"
"FI","activated by; inhibite; reaction","<-|","1.0",,"HDAC1 (FI) JUN","false",,"HDAC1 (FI) JUN"
"FI","complex; input","-","1.0",,"CAV1 (FI) ITGA2","false",,"CAV1 (FI) ITGA2"
"FI","activate","->","1.0",,"RAC1 (FI) SPTAN1","false",,"RAC1 (FI) SPTAN1"
"FI","complex; input","-","1.0",,"KCNQ2 (FI) SPTAN1","false",,"KCNQ2 (FI) SPTAN1"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) REST","false",,"EDN1 (FI) REST"
"FI","reaction","-","1.0",,"FN1 (FI) RHOA","false",,"FN1 (FI) RHOA"
"FI","complex; expression regulated by; input","<-","1.0",,"NCOR1 (FI) RARG","false",,"NCOR1 (FI) RARG"
"FI","expression regulates","->","1.0",,"CTCF (FI) SP140","false",,"CTCF (FI) SP140"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF587","false",,"STAT1 (FI) ZNF587"
"FI","PPrel: activation, indirect effect","->","1.0",,"BMPR2 (FI) RAC1","false",,"BMPR2 (FI) RAC1"
"FI","expression regulates","->","1.0",,"MAX (FI) ZEB1","false",,"MAX (FI) ZEB1"
"FI","complex; input","-","1.0",,"GATA2 (FI) TAL1","false",,"GATA2 (FI) TAL1"
"FI","PPrel: binding/association; complex; reaction","-","1.0",,"CSNK1E (FI) PRKACA","false",,"CSNK1E (FI) PRKACA"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) SMAD4","false",,"EDN1 (FI) SMAD4"
"FI","GErel: expression by; expression regulated by","<-","1.0",,"EDN1 (FI) JUN","false",,"EDN1 (FI) JUN"
"FI","activate","->","1.0",,"HLA-A (FI) JUN","false",,"HLA-A (FI) JUN"
"FI","catalyze","->","1.0",,"DOCK3 (FI) RAC1","false",,"DOCK3 (FI) RAC1"
"FI","activated by; complex; input","<-","1.0",,"CDC42 (FI) GNB1","false",,"CDC42 (FI) GNB1"
"FI","PPrel: activation; activate; complex; input","->","1.0",,"DOCK2 (FI) RAC1","false",,"DOCK2 (FI) RAC1"
"FI","expression regulated by","<-","1.0",,"EDN1 (FI) SMAD3","false",,"EDN1 (FI) SMAD3"
"FI","activated by","<-","1.0",,"MYH9 (FI) STRC","false",,"MYH9 (FI) STRC"
"FI","predicted","-","0.63",,"DLX4 (FI) ZNF263","false",,"DLX4 (FI) ZNF263"
"FI","PPrel: activation; PPrel: activation, indirect effect","->","1.0",,"GNB1 (FI) MAPK1","false",,"GNB1 (FI) MAPK1"
"FI","expression regulates","->","1.0",,"GATA2 (FI) JUP","false",,"GATA2 (FI) JUP"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR2T4","false",,"ARRB2 (FI) OR2T4"
"FI","complex; input; reaction","-","1.0",,"GATA2 (FI) JUN","false",,"GATA2 (FI) JUN"
"FI","catalyze; complex","->","1.0",,"HTT (FI) TUBB8","false",,"HTT (FI) TUBB8"
"FI","complex; input","-","1.0",,"FN1 (FI) STAT3","false",,"FN1 (FI) STAT3"
"FI","expression regulated by","<-","1.0",,"ABL1 (FI) NRF1","false",,"ABL1 (FI) NRF1"
"FI","reaction","-","1.0",,"EP300 (FI) TRRAP","false",,"EP300 (FI) TRRAP"
"FI","reaction","-","1.0",,"DCTN1 (FI) JUP","false",,"DCTN1 (FI) JUP"
"FI","complex; input","-","1.0",,"CLIP1 (FI) RAC1","false",,"CLIP1 (FI) RAC1"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR8U1","false",,"GNG13 (FI) OR8U1"
"FI","predicted","-","0.64",,"APC (FI) TAF1","false",,"APC (FI) TAF1"
"FI","activate","->","1.0",,"HOXA1 (FI) RXRA","false",,"HOXA1 (FI) RXRA"
"FI","expression regulates","->","1.0",,"BCLAF1 (FI) THAP7","false",,"BCLAF1 (FI) THAP7"
"FI","expression regulated by","<-","1.0",,"CTNNB1 (FI) TP53","false",,"CTNNB1 (FI) TP53"
"FI","expression regulates","->","1.0",,"EP300 (FI) LAMC2","false",,"EP300 (FI) LAMC2"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR6C74","false",,"GNG13 (FI) OR6C74"
"FI","catalyzed by","<-","1.0",,"NF1 (FI) RBX1","false",,"NF1 (FI) RBX1"
"FI","catalyze","->","1.0",,"PRKACB (FI) RAP1GAP2","false",,"PRKACB (FI) RAP1GAP2"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR4C13","false",,"GNG13 (FI) OR4C13"
"FI","complex; input","-","1.0",,"CAV1 (FI) CDC42","false",,"CAV1 (FI) CDC42"
"FI","input","-","1.0",,"FAT2 (FI) PCDHA5","false",,"FAT2 (FI) PCDHA5"
"FI","PPrel: binding/association; complex; input","-","1.0",,"ACTB (FI) ITGA2","false",,"ACTB (FI) ITGA2"
"FI","predicted","-","0.7",,"FLNA (FI) SHANK3","false",,"FLNA (FI) SHANK3"
"FI","activated by; inhibit","<-|","1.0",,"HDAC1 (FI) KMT2C","false",,"HDAC1 (FI) KMT2C"
"FI","PPrel: activated by; complex; input","<-","1.0",,"KRAS (FI) RASAL1","false",,"KRAS (FI) RASAL1"
"FI","complex","-","1.0",,"DCTN1 (FI) PRKACA","false",,"DCTN1 (FI) PRKACA"
"FI","input","-","1.0",,"FAT2 (FI) PCDHB16","false",,"FAT2 (FI) PCDHB16"
"FI","complex; input; reaction","-","1.0",,"POLR2A (FI) RXRA","false",,"POLR2A (FI) RXRA"
"FI","expression regulated by","<-","1.0",,"CDC42 (FI) EP300","false",,"CDC42 (FI) EP300"
"FI","complex; expression regulates; input; reaction","->","1.0",,"AR (FI) FOXA1","false",,"AR (FI) FOXA1"
"FI","catalyzed by","<-","1.0",,"PRKCE (FI) STAT1","false",,"PRKCE (FI) STAT1"
"FI","catalyze","->","1.0",,"GALNT1 (FI) MUC3A","false",,"GALNT1 (FI) MUC3A"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF257","false",,"STAT1 (FI) ZNF257"
"FI","complex; input","-","1.0",,"CDC5L (FI) SF3A2","false",,"CDC5L (FI) SF3A2"
"FI","expression regulates","->","1.0",,"EP300 (FI) LAMA2","false",,"EP300 (FI) LAMA2"
"FI","expression regulates","->","1.0",,"EP300 (FI) LAMA3","false",,"EP300 (FI) LAMA3"
"FI","complex; input","-","1.0",,"HSP90AA1 (FI) TERT","false",,"HSP90AA1 (FI) TERT"
"FI","catalyze; complex","->","1.0",,"COPS5 (FI) RBX1","false",,"COPS5 (FI) RBX1"
"FI","predicted","-","0.64",,"NCOR1 (FI) NELFE","false",,"NCOR1 (FI) NELFE"
"FI","catalyzed by; complex; input","<-","1.0",,"EXOC7 (FI) MYO1C","false",,"EXOC7 (FI) MYO1C"
"FI","predicted","-","0.64",,"APP (FI) FOS","false",,"APP (FI) FOS"
"FI","predicted","-","0.64",,"HOXA1 (FI) MYPOP","false",,"HOXA1 (FI) MYPOP"
"FI","predicted","-","0.64",,"FLNA (FI) HSP90AB1","false",,"FLNA (FI) HSP90AB1"
"FI","expression regulated by","<-","1.0",,"ABL1 (FI) GATA2","false",,"ABL1 (FI) GATA2"
"FI","expression regulated by","<-","1.0",,"MTHFD2 (FI) MYC","false",,"MTHFD2 (FI) MYC"
"FI","input","-","1.0",,"ACTB (FI) BAZ1B","false",,"ACTB (FI) BAZ1B"
"FI","complex","-","1.0",,"GDI2 (FI) RAB7A","false",,"GDI2 (FI) RAB7A"
"FI","predicted","-","0.64",,"FYN (FI) PKD1","false",,"FYN (FI) PKD1"
"FI","PPrel: activated by","<-","1.0",,"JAK1 (FI) MET","false",,"JAK1 (FI) MET"
"FI","PPrel: inhibited by; PPrel: inhibited by, phosphorylated by; activated by; catalyzed by; inhibited by","-","1.0",,"EIF4EBP1 (FI) RPTOR","false",,"EIF4EBP1 (FI) RPTOR"
"FI","GErel: expression by","<-","1.0",,"ACTA2 (FI) SMAD4","false",,"ACTA2 (FI) SMAD4"
"FI","predicted","-","0.64",,"HSP90AB1 (FI) TERT","false",,"HSP90AB1 (FI) TERT"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2M3 (FI) PRKACB","false",,"OR2M3 (FI) PRKACB"
"FI","activate","->","1.0",,"EGFR (FI) RAC1","false",,"EGFR (FI) RAC1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2M3 (FI) PRKACA","false",,"OR2M3 (FI) PRKACA"
"FI","catalyzed by","<-","1.0",,"PRKCE (FI) STAT3","false",,"PRKCE (FI) STAT3"
"FI","predicted","-","0.64",,"ABL1 (FI) CAV1","false",,"ABL1 (FI) CAV1"
"FI","input","-","1.0",,"DCTN1 (FI) HLA-DQB2","false",,"DCTN1 (FI) HLA-DQB2"
"FI","PPrel: phosphorylation","->","1.0",,"GRK6 (FI) XCR1","false",,"GRK6 (FI) XCR1"
"FI","inhibite","-|","1.0",,"CDK2 (FI) TERT","false",,"CDK2 (FI) TERT"
"FI","predicted","-","0.54",,"PLXND1 (FI) PTK7","false",,"PLXND1 (FI) PTK7"
"FI","catalyze","->","1.0",,"OBSCN (FI) RAC1","false",,"OBSCN (FI) RAC1"
"FI","activate; catalyze","->","1.0",,"ARHGEF5 (FI) RHOA","false",,"ARHGEF5 (FI) RHOA"
"FI","predicted","-","0.64",,"HLA-A (FI) LILRB1","false",,"HLA-A (FI) LILRB1"
"FI","predicted","-","0.64",,"HLA-A (FI) LILRB2","false",,"HLA-A (FI) LILRB2"
"FI","catalyze; complex; input","->","1.0",,"CCNT1 (FI) POLR2A","false",,"CCNT1 (FI) POLR2A"
"FI","expression regulated by","<-","1.0",,"BAX (FI) MAX","false",,"BAX (FI) MAX"
"FI","catalyze; complex; input","->","1.0",,"CCNT1 (FI) POLR2F","false",,"CCNT1 (FI) POLR2F"
"FI","catalyze","->","1.0",,"ARHGAP31 (FI) RAC1","false",,"ARHGAP31 (FI) RAC1"
"FI","expression regulates","->","1.0",,"CTCF (FI) USP9X","false",,"CTCF (FI) USP9X"
"FI","complex; input","-","1.0",,"CCNC (FI) EP300","false",,"CCNC (FI) EP300"
"FI","PPrel: activated by","<-","1.0",,"MYLK3 (FI) PRKCE","false",,"MYLK3 (FI) PRKCE"
"FI","predicted","-","0.64",,"CTCF (FI) SMAD4","false",,"CTCF (FI) SMAD4"
"FI","reaction","-","1.0",,"RHOA (FI) SPTAN1","false",,"RHOA (FI) SPTAN1"
"FI","expression regulated by","<-","1.0",,"CAV1 (FI) EP300","false",,"CAV1 (FI) EP300"
"FI","predicted","-","0.63",,"GKAP1 (FI) IRS1","false",,"GKAP1 (FI) IRS1"
"FI","predicted","-","0.64",,"KLC3 (FI) TSNAX","false",,"KLC3 (FI) TSNAX"
"FI","predicted","-","0.63",,"AXIN1 (FI) HTT","false",,"AXIN1 (FI) HTT"
"FI","input","-","1.0",,"PCDHB16 (FI) PCDHB2","false",,"PCDHB16 (FI) PCDHB2"
"FI","activate; inhibited by","|->","1.0",,"EP300 (FI) REST","false",,"EP300 (FI) REST"
"FI","predicted","-","0.64",,"APC (FI) LAMA3","false",,"APC (FI) LAMA3"
"FI","input; predicted; reaction","-","1.0",,"HSP90AA1 (FI) HSP90AB1","false",,"HSP90AA1 (FI) HSP90AB1"
"FI","activate","->","1.0",,"PRKACA (FI) RARG","false",,"PRKACA (FI) RARG"
"FI","expression regulated by","<-","1.0",,"APOB (FI) SMAD4","false",,"APOB (FI) SMAD4"
"FI","catalyze","->","1.0",,"NF1 (FI) PRKD2","false",,"NF1 (FI) PRKD2"
"FI","complex; input","-","1.0",,"EGFR (FI) L1CAM","false",,"EGFR (FI) L1CAM"
"FI","catalyze; complex; input","->","1.0",,"PTK2B (FI) VCL","false",,"PTK2B (FI) VCL"
"FI","activated by","<-","1.0",,"EP300 (FI) KRAS","false",,"EP300 (FI) KRAS"
"FI","complex","-","1.0",,"CASK (FI) USH1C","false",,"CASK (FI) USH1C"
"FI","predicted","-","0.54",,"HNRNPL (FI) RBM20","false",,"HNRNPL (FI) RBM20"
"FI","catalyze; input","->","1.0",,"TRIM27 (FI) UBC","false",,"TRIM27 (FI) UBC"
"FI","activated by; inhibit; input","<-|","1.0",,"HDAC1 (FI) MAML2","false",,"HDAC1 (FI) MAML2"
"FI","predicted","-","0.54",,"ACTB (FI) STX1A","false",,"ACTB (FI) STX1A"
"FI","predicted","-","0.64",,"RB1 (FI) UHRF2","false",,"RB1 (FI) UHRF2"
"FI","activated by","<-","1.0",,"AP2M1 (FI) ARF6","false",,"AP2M1 (FI) ARF6"
"FI","complex","-","1.0",,"APBB1IP (FI) VCL","false",,"APBB1IP (FI) VCL"
"FI","PPrel: activated, indirect effect","<-","1.0",,"ACTB (FI) FLNC","false",,"ACTB (FI) FLNC"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR13C2","false",,"ARRB2 (FI) OR13C2"
"FI","predicted","-","0.64",,"BRCA1 (FI) JUP","false",,"BRCA1 (FI) JUP"
"FI","expression regulates","->","1.0",,"CTCF (FI) MYC","false",,"CTCF (FI) MYC"
"FI","expression regulates","->","1.0",,"RAD21 (FI) STAT3","false",,"RAD21 (FI) STAT3"
"FI","catalyze","->","1.0",,"FN1 (FI) FYN","false",,"FN1 (FI) FYN"
"FI","expression regulated by","<-","1.0",,"APOB (FI) SMAD3","false",,"APOB (FI) SMAD3"
"FI","activated by","<-","1.0",,"EXOC7 (FI) MYO5A","false",,"EXOC7 (FI) MYO5A"
"FI","input","-","1.0",,"PCDHA7 (FI) PCDHGA1","false",,"PCDHA7 (FI) PCDHGA1"
"FI","PPrel: activated by; PPrel: activated, indirect effect; catalyzed by","<-","1.0",,"KRAS (FI) MET","false",,"KRAS (FI) MET"
"FI","catalyze; complex; input","->","1.0",,"RLIM (FI) UBE2A","false",,"RLIM (FI) UBE2A"
"FI","expression regulated by","<-","1.0",,"CCNT1 (FI) MAX","false",,"CCNT1 (FI) MAX"
"FI","complex; input","-","1.0",,"FLG (FI) JUP","false",,"FLG (FI) JUP"
"FI","expression regulates","->","1.0",,"EP300 (FI) JUP","false",,"EP300 (FI) JUP"
"FI","predicted","-","0.97",,"ZNF587 (FI) ZNF837","false",,"ZNF587 (FI) ZNF837"
"FI","PPrel: activated by","<-","1.0",,"IRS1 (FI) MET","false",,"IRS1 (FI) MET"
"FI","predicted","-","0.63",,"STAT3 (FI) USF1","false",,"STAT3 (FI) USF1"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNG13 (FI) OR2M2","false",,"GNG13 (FI) OR2M2"
"FI","predicted","-","0.64",,"FLNA (FI) RHOA","false",,"FLNA (FI) RHOA"
"FI","predicted","-","0.63",,"STAT3 (FI) USF2","false",,"STAT3 (FI) USF2"
"FI","predicted","-","0.63",,"CAV1 (FI) SPRY3","false",,"CAV1 (FI) SPRY3"
"FI","activated by","<-","1.0",,"MYO15A (FI) OTOG","false",,"MYO15A (FI) OTOG"
"FI","catalyze; catalyzed by; input","<->","1.0",,"RBX1 (FI) RLIM","false",,"RBX1 (FI) RLIM"
"FI","predicted","-","0.63",,"ARID1B (FI) STAT3","false",,"ARID1B (FI) STAT3"
"FI","complex","-","1.0",,"AKAP9 (FI) DYNC1H1","false",,"AKAP9 (FI) DYNC1H1"
"FI","complex; input","-","1.0",,"DHX9 (FI) U2AF2","false",,"DHX9 (FI) U2AF2"
"FI","PPrel: activation; activate; catalyze; complex; input","->","1.0",,"FYN (FI) RAC1","false",,"FYN (FI) RAC1"
"FI","PPrel: compound","-","1.0",,"CACNA1G (FI) NOS1","false",,"CACNA1G (FI) NOS1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2T4 (FI) PRKACB","false",,"OR2T4 (FI) PRKACB"
"FI","activated by; complex; inhibited by; input","-","1.0",,"ESRP2 (FI) POLR2A","false",,"ESRP2 (FI) POLR2A"
"FI","predicted","-","0.64",,"MITF (FI) YWHAZ","false",,"MITF (FI) YWHAZ"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2T2 (FI) PRKACB","false",,"OR2T2 (FI) PRKACB"
"FI","input","-","1.0",,"PNRC2 (FI) RPL10","false",,"PNRC2 (FI) RPL10"
"FI","complex","-","1.0",,"MYH9 (FI) RIPOR2","false",,"MYH9 (FI) RIPOR2"
"FI","expression regulated by","<-","1.0",,"FOXA1 (FI) MYC","false",,"FOXA1 (FI) MYC"
"FI","complex; input","-","1.0",,"GRB2 (FI) HSP90AA1","false",,"GRB2 (FI) HSP90AA1"
"FI","expression regulates","->","1.0",,"BRCA1 (FI) DCAF16","false",,"BRCA1 (FI) DCAF16"
"FI","predicted","-","0.64",,"AKT1 (FI) FASN","false",,"AKT1 (FI) FASN"
"FI","catalyzed by","<-","1.0",,"HLA-DQB2 (FI) PDCD1LG2","false",,"HLA-DQB2 (FI) PDCD1LG2"
"FI","activated by; complex; inhibited by; input","-","1.0",,"ESRP2 (FI) POLR2F","false",,"ESRP2 (FI) POLR2F"
"FI","catalyze; catalyzed by; complex; input; reaction","<->","1.0",,"POLR2A (FI) POLR2F","false",,"POLR2A (FI) POLR2F"
"FI","expression regulated by","<-","1.0",,"CAV1 (FI) SP1","false",,"CAV1 (FI) SP1"
"FI","complex; input","-","1.0",,"DYNC1H1 (FI) GALNT1","false",,"DYNC1H1 (FI) GALNT1"
"FI","predicted","-","0.64",,"CTNNB1 (FI) PARD3","false",,"CTNNB1 (FI) PARD3"
"FI","catalyze; complex; input","->","1.0",,"NOTCH1 (FI) UBC","false",,"NOTCH1 (FI) UBC"
"FI","complex","-","1.0",,"DCAF16 (FI) DDB1","false",,"DCAF16 (FI) DDB1"
"FI","predicted","-","0.64",,"PRKACA (FI) SMAD3","false",,"PRKACA (FI) SMAD3"
"FI","expression regulated by","<-","1.0",,"BRCA1 (FI) EGR1","false",,"BRCA1 (FI) EGR1"
"FI","PPrel: inhibited by","|-","1.0",,"MYLK3 (FI) PRKACB","false",,"MYLK3 (FI) PRKACB"
"FI","input","-","1.0",,"FAT2 (FI) PCDHA2","false",,"FAT2 (FI) PCDHA2"
"FI","activated by; complex; input; reaction","<-","1.0",,"MAX (FI) SMAD4","false",,"MAX (FI) SMAD4"
"FI","expression regulated by; reaction","<-","1.0",,"EGR1 (FI) EP300","false",,"EGR1 (FI) EP300"
"FI","activated by; complex; input; reaction","<-","1.0",,"MAX (FI) SMAD3","false",,"MAX (FI) SMAD3"
"FI","predicted","-","0.97",,"CSNK1E (FI) PRKD2","false",,"CSNK1E (FI) PRKD2"
"FI","predicted","-","0.64",,"DCAF12 (FI) DDB1","false",,"DCAF12 (FI) DDB1"
"FI","predicted","-","0.64",,"HSP90AA1 (FI) TP53","false",,"HSP90AA1 (FI) TP53"
"FI","predicted","-","0.64",,"AXIN1 (FI) TP53","false",,"AXIN1 (FI) TP53"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF529","false",,"STAT1 (FI) ZNF529"
"FI","predicted","-","0.64",,"RB1 (FI) RBBP8","false",,"RB1 (FI) RBBP8"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF527","false",,"STAT1 (FI) ZNF527"
"FI","input","-","1.0",,"ARF6 (FI) ARRB2","false",,"ARF6 (FI) ARRB2"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNB1 (FI) OR7C1","false",,"GNB1 (FI) OR7C1"
"FI","expression regulates","->","1.0",,"EP300 (FI) RYR1","false",,"EP300 (FI) RYR1"
"FI","predicted","-","0.64",,"ABCA3 (FI) HTR2B","false",,"ABCA3 (FI) HTR2B"
"FI","expression regulated by","<-","1.0",,"BRCA1 (FI) USF1","false",,"BRCA1 (FI) USF1"
"FI","complex; input","-","1.0",,"CD247 (FI) PAK2","false",,"CD247 (FI) PAK2"
"FI","expression regulates","->","1.0",,"JUN (FI) ZC3H4","false",,"JUN (FI) ZC3H4"
"FI","expression regulated by","<-","1.0",,"BRCA1 (FI) USF2","false",,"BRCA1 (FI) USF2"
"FI","complex","-","1.0",,"GSN (FI) MYO15A","false",,"GSN (FI) MYO15A"
"FI","GErel: expression by","<-","1.0",,"ESR1 (FI) STAT3","false",,"ESR1 (FI) STAT3"
"FI","PPrel: activated by; complex; input; reaction","<-","1.0",,"MAML2 (FI) NOTCH1","false",,"MAML2 (FI) NOTCH1"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF519","false",,"STAT1 (FI) ZNF519"
"FI","predicted","-","0.64",,"UBE2A (FI) UBR4","false",,"UBE2A (FI) UBR4"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR2L8","false",,"GNB1 (FI) OR2L8"
"FI","complex; input; reaction","-","1.0",,"COPS5 (FI) JUN","false",,"COPS5 (FI) JUN"
"FI","GErel: expression; expression regulates","->","1.0",,"JUN (FI) MYC","false",,"JUN (FI) MYC"
"FI","GErel: expression","->","1.0",,"JUP (FI) MYC","false",,"JUP (FI) MYC"
"FI","catalyzed by","<-","1.0",,"ASB12 (FI) COPS5","false",,"ASB12 (FI) COPS5"
"FI","expression regulated by","<-","1.0",,"APOA1 (FI) EGR1","false",,"APOA1 (FI) EGR1"
"FI","complex; input","-","1.0",,"L1CAM (FI) SPTAN1","false",,"L1CAM (FI) SPTAN1"
"FI","expression regulated by","<-","1.0",,"MAPK1 (FI) TAF1","false",,"MAPK1 (FI) TAF1"
"FI","expression regulated by","<-","1.0",,"DENND1A (FI) JUN","false",,"DENND1A (FI) JUN"
"FI","inhibited by","|-","1.0",,"CDC42 (FI) JUP","false",,"CDC42 (FI) JUP"
"FI","predicted","-","0.6",,"HSP90AA1 (FI) RPTOR","false",,"HSP90AA1 (FI) RPTOR"
"FI","activated by","<-","1.0",,"ABL1 (FI) FYN","false",,"ABL1 (FI) FYN"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF506","false",,"STAT1 (FI) ZNF506"
"FI","activate","->","1.0",,"CAV1 (FI) PRKACB","false",,"CAV1 (FI) PRKACB"
"FI","predicted","-","0.64",,"MAX (FI) TAF1","false",,"MAX (FI) TAF1"
"FI","PCrel: activation; PPrel: activation; complex; input","->","1.0",,"GNB1 (FI) KCNJ3","false",,"GNB1 (FI) KCNJ3"
"FI","expression regulated by","<-","1.0",,"ABL1 (FI) NELFE","false",,"ABL1 (FI) NELFE"
"FI","reaction","-","1.0",,"CALM3 (FI) MYH14","false",,"CALM3 (FI) MYH14"
"FI","PPrel: compound; reaction","-","1.0",,"CALM3 (FI) RYR2","false",,"CALM3 (FI) RYR2"
"FI","PPrel: compound; reaction","-","1.0",,"CALM3 (FI) RYR3","false",,"CALM3 (FI) RYR3"
"FI","PPrel: compound; reaction","-","1.0",,"CALM3 (FI) RYR1","false",,"CALM3 (FI) RYR1"
"FI","activate","->","1.0",,"HOXA1 (FI) POLR2A","false",,"HOXA1 (FI) POLR2A"
"FI","predicted","-","0.64",,"CTNNB1 (FI) MITF","false",,"CTNNB1 (FI) MITF"
"FI","ECrel: compound","-","1.0",,"AR (FI) PRKACA","false",,"AR (FI) PRKACA"
"FI","reaction","-","1.0",,"CALM3 (FI) MYH11","false",,"CALM3 (FI) MYH11"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"GNB1 (FI) PRKACB","false",,"GNB1 (FI) PRKACB"
"FI","complex; input","-","1.0",,"SCN5A (FI) SPTA1","false",,"SCN5A (FI) SPTA1"
"FI","complex; input","-","1.0",,"HNRNPL (FI) PRPF8","false",,"HNRNPL (FI) PRPF8"
"FI","activated by; reaction","<-","1.0",,"CALM3 (FI) RHOQ","false",,"CALM3 (FI) RHOQ"
"FI","complex","-","1.0",,"EZR (FI) GSN","false",,"EZR (FI) GSN"
"FI","activate","->","1.0",,"EDN1 (FI) EGFR","false",,"EDN1 (FI) EGFR"
"FI","GErel: expression; catalyzed by; complex; input","<->","1.0",,"ESR1 (FI) PGR","false",,"ESR1 (FI) PGR"
"FI","PPrel: activation, indirect effect; activated by","<->","1.0",,"EZR (FI) RHOA","false",,"EZR (FI) RHOA"
"FI","PPrel: activated by; PPrel: binding/association; PPrel: indirect effect","<-","1.0",,"ACTB (FI) EZR","false",,"ACTB (FI) EZR"
"FI","reaction","-","1.0",,"FOS (FI) IFNA16","false",,"FOS (FI) IFNA16"
"FI","complex; input","-","1.0",,"HSP90AA1 (FI) TMEM216","false",,"HSP90AA1 (FI) TMEM216"
"FI","PPrel: activated by","<-","1.0",,"NRAS (FI) PRKCE","false",,"NRAS (FI) PRKCE"
"FI","PPrel: activated by","<-","1.0",,"PARD3 (FI) RAC1","false",,"PARD3 (FI) RAC1"
"FI","catalyze","->","1.0",,"EGFR (FI) PRKCE","false",,"EGFR (FI) PRKCE"
"FI","complex; reaction","-","1.0",,"CTBP2 (FI) HDAC1","false",,"CTBP2 (FI) HDAC1"
