"citation","Confidence Value","interaction","Interaction Detection Methods","name","Presence In Other Species","Publication 1st Author","selected","shared interaction","shared name","Source Databases"
"pubmed:12419336|pubmed:9628871|pubmed:11080164|pubmed:11842245|pubmed:10415337|pubmed:8816502|pubmed:11950834|pubmed:8921390|pubmed:11748221|pubmed:14519663|pubmed:12198151|pubmed:17612295|pubmed:14580323|pubmed:11254385|pubmed:18087040|pubmed:15383276|pubmed:16189514|pubmed:16713569|pubmed:11713287|pubmed:19011633|pubmed:21084564|pubmed:16291740|pubmed:21988832|pubmed:17332328|pubmed:20235143|pubmed:22819825|pubmed:18414054|pubmed:19339993|pubmed:22653443|pubmed:16009130|pubmed:24722987|pubmed:20080206|pubmed:21231916|pubmed:14985081|pubmed:25609649|pubmed:25402006|pubmed:28628118|pubmed:27462439|pubmed:8035799|pubmed:24037342|pubmed:22522597|pubmed:24374182|pubmed:25603536|pubmed:29549180|pubmed:16461914|pubmed:20004160|pubmed:22972749|pubmed:20364130|pubmed:19667193|pubmed:21178074|pubmed:17620598|pubmed:20159469|pubmed:14759370|pubmed:10876243|pubmed:31837246|pubmed:17135243|pubmed:31152661|pubmed:31182485|pubmed:11948396|pubmed:28205554|pubmed:32904724|pubmed:30503669|pubmed:32807901","0.97","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0025(copurification)|MI:0112(ubiquitin reconstruction)|MI:0077(nuclear magnetic resonance)|MI:0807(comigration in gel electrophoresis)|MI:0018(two hybrid)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0415(enzymatic study)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0055(fluorescent resonance energy transfer)|MI:0030(cross-linking study)|MI:0071(molecular sieving)|MI:0007(anti tag coimmunoprecipitation)|MI:0114(x-ray crystallography)|MI:0676(tandem affinity purification)|MI:0069(mass spectrometry studies of complexes)|MI:0826(x ray scattering)|MI:0028(cosedimentation in solution)|MI:0040(electron microscopy)|MI:0020(transmission electron microscopy)|MI:0053(fluorescence polarization spectroscopy)|MI:0401(biochemical)","TP53 (interacts-with) TP53","taxid:10090(Mus musculus (Mouse))","Leblanc V (2002)|McLure KG (1998)|Fogal V (2000)|Weger S (2002)|Zhou R (1999)|S??rensen TS (1996)|Lee D (2002)|Shen Z (1996)|Dintilhac A (2001)|Xu X (2003)|Chen SS (2002)|M??ckli N (2007)|Sun XZ (2003)|Davison TS (2001)|Foo RS (2007)|Goehler H (2004)|Rual JF (2005)|Lim J (2006)|Lohrum MA (2001)|Dohi Y (2008)|Liu J (2010)|Kawaguchi Y (2005)|Wang J (2011)|Skaar JR (2007)|Mazars A (2010)|Bae S (2012)|Powell DJ (2008)|Wu SY (2009)|Coffill CR (2012)|Rohaly G (2005)|Cubillos-Rojas M (2014)|Hjerpe R (2010)|Hageman J (2011)|Cao Y (2004)|Li X (2015)|Kotlyar M (2014)|Ivanov AA (2017)|Luo H (2016)|Wang P (1994)|Takahashi R (2013)|Lee S (2012)|Emamzadah S (2013)|Park SY (2015)|Katz C (2018)|Veprintsev DB (2006)|Scheres SHW (2009)|Bista M (2012)|Kitayner M (2010)|Natan E (2009)|Melero R (2010)|Tidow H (2007)|Chen Y (2010)|Mujtaba S (2004)|Rustandi RR (2000)|Simon MA (2020)|Meng X (2006)|Wu C (2020)|Andrews SS (2019)|Janz C (2002)|Li Z (2017)|Kim JY (2020)|Liang Y (2018)|Liu J (2020)","false","interacts-with","TP53 (interacts-with) TP53","MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0465(dip)|homomint|i2d|goehler04|rual05|lim06|MI:0471(mint)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","DOCK3 (interacts-with) HOXA1",,"Luck K (2020)","false","interacts-with","DOCK3 (interacts-with) HOXA1",
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) FASN",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) FASN",
"pubmed:1465435|pubmed:10359315|pubmed:7799929|pubmed:9349482|pubmed:16713569|pubmed:11313951|pubmed:12379483|pubmed:8083962|pubmed:8405994|pubmed:8395834|pubmed:10601022","0.9","interacts-with","MI:0492(in vitro)|Reconstituted Complex|Affinity Capture-Western|MI:0047(far western blotting)|MI:0096(pull down)|MI:0004(affinity chromatography technology)","TBP (interacts-with) TP53",,"Seto E (1992)|Cvekl A (1999)|Horikoshi N (1995)|Massimi P (1997)|Lim J (2006)|Wu  Y (2001)|Qadri I (2002)|Sommer MH (1994)|Chen X (1993)|Martin DW (1993)|Dumaz N (1999)","false","interacts-with","TBP (interacts-with) TP53","MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|i2d|lim06"
"pubmed:21078624","0.63","interacts-with","MI:0018(two hybrid)","CACNA1A (interacts-with) AP2M1",,"Kahle JJ (2010)","false","interacts-with","CACNA1A (interacts-with) AP2M1","biogrid|MI:0469(intact)"
"pubmed:26496610","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)","MYH11 (interacts-with) SVIL",,"Hein MY (2015)","false","interacts-with","MYH11 (interacts-with) SVIL","biogrid|MI:0469(intact)"
"pubmed:23414517","0.74","interacts-with","MI:0663(confocal microscopy)|MI:0399(two hybrid fragment pooling approach)|MI:0428(imaging technique)|MI:0018(two hybrid)","FLNC (interacts-with) DYSF",,"Blandin G (2013)","false","interacts-with","FLNC (interacts-with) DYSF","MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","SPRY3 (interacts-with) HOXA1",,"Luck K (2020)","false","interacts-with","SPRY3 (interacts-with) HOXA1",
"pubmed:29128334","0.63","interacts-with","MI:0004(affinity chromatography technology)","SDHA (interacts-with) FASN",,"Malty RH (2017)","false","interacts-with","SDHA (interacts-with) FASN","biogrid"
"pubmed:21078624","0.63","interacts-with","MI:0018(two hybrid)","CACNA1A (interacts-with) VWF",,"Kahle JJ (2010)","false","interacts-with","CACNA1A (interacts-with) VWF","biogrid|MI:0469(intact)"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) BPTF",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) BPTF",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","C1QTNF9B (interacts-with) CSPG4",,"Huttlin EL (2021)","false","interacts-with","C1QTNF9B (interacts-with) CSPG4",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-C (interacts-with) RNF213",,"Huttlin EL (2021)","false","interacts-with","HLA-C (interacts-with) RNF213",
"pubmed:25147182","0.63","interacts-with","MI:0004(affinity chromatography technology)","HUWE1 (interacts-with) ACACB",,"Thompson JW (2014)","false","interacts-with","HUWE1 (interacts-with) ACACB","biogrid"
"pubmed:9620776|pubmed:16376338|pubmed:16713569|pubmed:22653443","0.9","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0096(pull down)","YWHAZ (interacts-with) TP53",,"Waterman MJ (1998)|Gu YM (2005)|Lim J (2006)|Coffill CR (2012)","false","interacts-with","YWHAZ (interacts-with) TP53","MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|lim06|MI:0469(intact)"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","STX17 (interacts-with) AHNAK2",,"Huttlin EL (2021)","false","interacts-with","STX17 (interacts-with) AHNAK2",
"pubmed:24981860","0.63","interacts-with","MI:0004(affinity chromatography technology)","KMT2B (interacts-with) ATN1",,"Marcon E (2014)","false","interacts-with","KMT2B (interacts-with) ATN1",
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","INF2 (interacts-with) BIRC6",,"Huttlin EL (2021)","false","interacts-with","INF2 (interacts-with) BIRC6",
"pubmed:23602568","0.63","interacts-with","MI:0004(affinity chromatography technology)","HIPK3 (interacts-with) HIPK3",,"Varjosalo M (2013)","false","interacts-with","HIPK3 (interacts-with) HIPK3","biogrid"
"pubmed:30194290|pubmed:30639242|pubmed:34079125","0.74","interacts-with","bioid","KRAS (interacts-with) PTK7",,"Adhikari H (2018)|Kovalski JR (2019)|Go CD (2021)","false","interacts-with","KRAS (interacts-with) PTK7",
"pubmed:32912968","0.72","interacts-with","MI:0004(affinity chromatography technology)|bioid","NFKBIA (interacts-with) SMC4",,"Liu Y (2020)","false","interacts-with","NFKBIA (interacts-with) SMC4",
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","HLA-B (interacts-with) PABPC1",,"Ewing RM (2007)","false","interacts-with","HLA-B (interacts-with) PABPC1","MI:0469(intact)|i2d"
"pubmed:25416956|pubmed:21516116","0.79","interacts-with","MI:0018(two hybrid)","KLC3 (interacts-with) KLC3","taxid:7227(Drosophila melanogaster (Fruit fly))","Rolland T (2014)|Yu H (2011)","false","interacts-with","KLC3 (interacts-with) KLC3","biogrid|MI:0469(intact)"
"pubmed:26186194|pubmed:28514442|pubmed:33961781","0.74","interacts-with","MI:0004(affinity chromatography technology)","HLA-C (interacts-with) HLA-A",,"Huttlin EL (2015)|Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","HLA-C (interacts-with) HLA-A","biogrid"
"pubmed:9010216|pubmed:16189514|pubmed:16713569","0.89","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)","PRKRA (interacts-with) TP53",,"Simons A (1997)|Rual JF (2005)|Lim J (2006)","false","interacts-with","PRKRA (interacts-with) TP53","MI:0468(hprd)|biogrid|i2d|rual05|lim06"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","HLA-DQA1 (interacts-with) PLXNA1",,"Huttlin EL (2021)","false","interacts-with","HLA-DQA1 (interacts-with) PLXNA1",
"pubmed:12355087|pubmed:16713569|pubmed:19117984","0.89","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)","PTTG1 (interacts-with) TP53",,"Bernal JA (2002)|Lim J (2006)|Kim HS (2009)","false","interacts-with","PTTG1 (interacts-with) TP53","MI:0468(hprd)|biogrid|i2d|MI:0462(bind)|lim06"
"pubmed:22863883","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","YWHAZ (interacts-with) PAK2",,"Kristensen AR (2012)","false","interacts-with","YWHAZ (interacts-with) PAK2","biogrid"
"pubmed:32807901","0.63","interacts-with","MI:0004(affinity chromatography technology)","TP53 (interacts-with) MAP4",,"Liu J (2020)","false","interacts-with","TP53 (interacts-with) MAP4",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","CYP21A2 (interacts-with) LCE1F",,"Luck K (2020)","false","interacts-with","CYP21A2 (interacts-with) LCE1F",
"pubmed:10913176|pubmed:16189514|pubmed:16713569","0.86","interacts-with","MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)","TAF1A (interacts-with) TP53",,"Zhai W (2000)|Rual JF (2005)|Lim J (2006)","false","interacts-with","TAF1A (interacts-with) TP53","MI:0468(hprd)|biogrid|i2d|rual05|lim06"
"pubmed:23414517","0.63","interacts-with","MI:0399(two hybrid fragment pooling approach)","TTN (interacts-with) C1QTNF9",,"Blandin G (2013)","false","interacts-with","TTN (interacts-with) C1QTNF9","MI:0469(intact)"
"pubmed:24412244","0.63","interacts-with","MI:0018(two hybrid)","RB1 (interacts-with) STX17",,"Arroyo R (2014)","false","interacts-with","RB1 (interacts-with) STX17","MI:0469(intact)"
"pubmed:28611215","0.63","interacts-with","MI:0004(affinity chromatography technology)","HNRNPL (interacts-with) RPTOR",,"Fei T (2017)","false","interacts-with","HNRNPL (interacts-with) RPTOR","biogrid"
"pubmed:30639242","0.63","interacts-with","bioid","KRAS (interacts-with) OSBPL10",,"Kovalski JR (2019)","false","interacts-with","KRAS (interacts-with) OSBPL10",
"pubmed:12526791|pubmed:17380154|pubmed:18230339|pubmed:16713569|pubmed:17332328|pubmed:21487039|pubmed:17229476|pubmed:16875676|pubmed:22653443|pubmed:23443559|pubmed:26186194|pubmed:25609649|pubmed:28514442|pubmed:31343991|pubmed:35140242|pubmed:31570706|pubmed:33961781","0.9","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-MS|Reconstituted Complex|Affinity Capture-Western|MI:0025(copurification)|MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0401(biochemical)","CUL9 (interacts-with) TP53",,"Nikolaev AY (2003)|Becker K (2007)|Vitali R (2008)|Lim J (2006)|Skaar JR (2007)|Pei XH (2011)|Dowell JD (2006)|Kasper JS (2006)|Coffill CR (2012)|Fogeron ML (0)|Huttlin EL (2015)|Li X (2015)|Huttlin EL (2017)|Wang P (2019)|G????s H (2022)|Chen Y (2019)|Huttlin EL (2021)","false","interacts-with","CUL9 (interacts-with) TP53","MI:0468(hprd)|biogrid|MI:0469(intact)|i2d|lim06|MI:0471(mint)"
"pubmed:31180492","0.63","interacts-with","MI:0004(affinity chromatography technology)","FANCD2 (interacts-with) LCN1",,"Pladevall-Morera D (2019)","false","interacts-with","FANCD2 (interacts-with) LCN1",
"pubmed:22939624","0.49","interacts-with","-","MYLK3 (interacts-with) HSP90AB1",,"Taipale M (2012)","false","interacts-with","MYLK3 (interacts-with) HSP90AB1","MI:0469(intact)"
"pubmed:16407974","0.79","interacts-with","Affinity Capture-MS|MI:0004(affinity chromatography technology)","TAL1 (interacts-with) TRRAP","taxid:10090(Mus musculus (Mouse))","Goardon N (2006)","false","interacts-with","TAL1 (interacts-with) TRRAP","biogrid|homomint"
"pubmed:27432908|pubmed:28675297","0.73","interacts-with","MI:0004(affinity chromatography technology)","TPTE (interacts-with) TPTE2",,"Li X (2016)|Kumar P (2017)","false","interacts-with","TPTE (interacts-with) TPTE2","biogrid"
"pubmed:25609649|pubmed:28514442|pubmed:33961781","0.87","interacts-with","MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)","FOXR2 (interacts-with) MAX",,"Li X (2015)|Huttlin EL (2017)|Huttlin EL (2021)","false","interacts-with","FOXR2 (interacts-with) MAX","biogrid|MI:0469(intact)"
"pubmed:11707401|pubmed:22939624|pubmed:23443559|pubmed:32807901","0.78","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)","HSP90AB1 (interacts-with) TP53",,"King FW (2001)|Taipale M (2012)|Fogeron ML (0)|Liu J (2020)","false","interacts-with","HSP90AB1 (interacts-with) TP53","MI:0468(hprd)|i2d|MI:0469(intact)|biogrid"
"pubmed:16159877","0.63","interacts-with","MI:0004(affinity chromatography technology)","SRRM2 (interacts-with) PLEC",,"McCracken S (2005)","false","interacts-with","SRRM2 (interacts-with) PLEC","biogrid"
"pubmed:17353931","0.63","interacts-with","MI:0006(anti bait coimmunoprecipitation)","RAB21 (interacts-with) HLA-B",,"Ewing RM (2007)","false","interacts-with","RAB21 (interacts-with) HLA-B",
"pubmed:28514442","0.63","interacts-with","MI:0004(affinity chromatography technology)","KLHL2 (interacts-with) RRBP1",,"Huttlin EL (2017)","false","interacts-with","KLHL2 (interacts-with) RRBP1","biogrid"
"pubmed:19615732","0.76","interacts-with","Affinity Capture-MS|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)","OSBPL10 (interacts-with) SRRM2",,"Sowa ME (2009)","false","interacts-with","OSBPL10 (interacts-with) SRRM2","biogrid|MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP10-8 (interacts-with) ZNF491",,"Luck K (2020)","false","interacts-with","KRTAP10-8 (interacts-with) ZNF491",
"pubmed:34079125","0.63","interacts-with","bioid","DHFR2 (interacts-with) POTEE",,"Go CD (2021)","false","interacts-with","DHFR2 (interacts-with) POTEE",
"pubmed:19706536","0.73","interacts-with","MI:0004(affinity chromatography technology)|MI:0415(enzymatic study)|MI:0006(anti bait coimmunoprecipitation)","CARD11 (interacts-with) MAP4K1",,"Brenner D (2009)","false","interacts-with","CARD11 (interacts-with) MAP4K1","MI:1014(string)|biogrid|MI:0469(intact)"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KRTAP10-7 (interacts-with) ZNF491",,"Luck K (2020)","false","interacts-with","KRTAP10-7 (interacts-with) ZNF491",
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","KPRP (interacts-with) HOXA1",,"Luck K (2020)","false","interacts-with","KPRP (interacts-with) HOXA1",
"pubmed:33864866","0.63","interacts-with","MI:0004(affinity chromatography technology)","USP29 (interacts-with) USP29",,"Hou Z (2021)","false","interacts-with","USP29 (interacts-with) USP29",
"pubmed:25147182","0.63","interacts-with","MI:0004(affinity chromatography technology)","HUWE1 (interacts-with) HSP90AB1",,"Thompson JW (2014)","false","interacts-with","HUWE1 (interacts-with) HSP90AB1","biogrid"
"pubmed:11278395","0.52","interacts-with","MI:0415(enzymatic study)","MAP3K10 (interacts-with) MAP3K10",,"Phelan DR (2001)","false","interacts-with","MAP3K10 (interacts-with) MAP3K10","biogrid"
"-","0.0","interacts-with","-","L1CAM (interacts-with) SPTAN1",,,"false","interacts-with","L1CAM (interacts-with) SPTAN1","MI:1014(string)"
"pubmed:25315821","0.63","interacts-with","MI:0018(two hybrid)","MUC4 (interacts-with) MUC4",,"Sawma P (2014)","false","interacts-with","MUC4 (interacts-with) MUC4",
"pubmed:9774689|pubmed:16723661|pubmed:22939629|pubmed:23704370|pubmed:17317632|pubmed:26344197|pubmed:27173435|pubmed:28515276|pubmed:31914407|pubmed:34079125","0.97","interacts-with","MI:0027(cosedimentation)|MI:0018(two hybrid)|MI:0114(x-ray crystallography)|MI:0004(affinity chromatography technology)|MI:0071(molecular sieving)|bioid|MI:0401(biochemical)","PRPF8 (interacts-with) SNRNP200","taxid:4932(Saccharomyces cerevisiae (Baker's yeast))","Achsel T (1998)|Liu S (2006)|Havugimana PC (2012)|Mozaffari-Jovin S (2013)|Pena V (2007)|Wan C (2015)|Boldt K (2016)|Malinov?? A (2017)|Vester K (2019)|Go CD (2021)","false","interacts-with","PRPF8 (interacts-with) SNRNP200","MI:0469(intact)|homomint|i2d|biogrid"
"pubmed:30194290","0.63","interacts-with","bioid","NRAS (interacts-with) SLC7A1",,"Adhikari H (2018)","false","interacts-with","NRAS (interacts-with) SLC7A1",
"pubmed:26344197|pubmed:28515276","0.88","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","PABPC1 (interacts-with) PRPF8","taxid:4932(Saccharomyces cerevisiae (Baker's yeast))","Wan C (2015)|Malinov?? A (2017)","false","interacts-with","PABPC1 (interacts-with) PRPF8","biogrid"
"pubmed:22863883","0.72","interacts-with","MI:0004(affinity chromatography technology)|MI:0401(biochemical)","LDHB (interacts-with) PAK2",,"Kristensen AR (2012)","false","interacts-with","LDHB (interacts-with) PAK2","biogrid"
"pubmed:32296183","0.63","interacts-with","MI:0018(two hybrid)","HOXA1 (interacts-with) TGM7",,"Luck K (2020)","false","interacts-with","HOXA1 (interacts-with) TGM7",
"pubmed:35140242","0.63","interacts-with","MI:0004(affinity chromatography technology)","TAL1 (interacts-with) HADHB",,"G????s H (2022)","false","interacts-with","TAL1 (interacts-with) HADHB",
"pubmed:9454760|pubmed:11336675|pubmed:16376338|pubmed:10887173|pubmed:20618440|pubmed:20936779|pubmed:20384366|pubmed:19647741|pubmed:28628118|pubmed:12861023|pubmed:22450747|pubmed:28205554","0.97","interacts-with","MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0055(fluorescent resonance energy transfer)","YWHAZ (interacts-with) YWHAZ","taxid:7227(Drosophila melanogaster (Fruit fly))","Calverley DC (1998)|Obsil T (2001)|Gu YM (2005)|Tzivion G (2000)|Pozuelo-Rubio M (2010)|Bandyopadhyay S (2010)|Veisova D (2010)|Sluchanko NN (2009)|Ivanov AA (2017)|Powell DW (2003)|Qi Q (2012)|Li Z (2017)","false","interacts-with","YWHAZ (interacts-with) YWHAZ","MI:0468(hprd)|biogrid|MI:0471(mint)|i2d|MI:0469(intact)"
"pubmed:16723661|pubmed:17317632|pubmed:28515276","0.83","interacts-with","MI:0018(two hybrid)|MI:0004(affinity chromatography technology)","PRPF8 (interacts-with) PRPF8",,"Liu S (2006)|Pena V (2007)|Malinov?? A (2017)","false","interacts-with","PRPF8 (interacts-with) PRPF8","biogrid"
"pubmed:29128334","0.63","interacts-with","MI:0004(affinity chromatography technology)","SDHA (interacts-with) HLA-A",,"Malty RH (2017)","false","interacts-with","SDHA (interacts-with) HLA-A","biogrid"
"pubmed:33961781","0.63","interacts-with","MI:0004(affinity chromatography technology)","STX17 (interacts-with) KPRP",,"Huttlin EL (2021)","false","interacts-with","STX17 (interacts-with) KPRP",
"pubmed:29128334|pubmed:17353931","0.82","interacts-with","MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)","SDHA (interacts-with) HLA-B",,"Malty RH (2017)|Ewing RM (2007)","false","interacts-with","SDHA (interacts-with) HLA-B","biogrid"
