"interaction","LLS","name","selected","shared interaction","shared name"
"has functional association with","3.88999920131807","PRAMEF4 (has functional association with) PRAMEF11","false","has functional association with","PRAMEF4 (has functional association with) PRAMEF11"
"has functional association with","3.53924697962894","DNAH6 (has functional association with) DNAH1","false","has functional association with","DNAH6 (has functional association with) DNAH1"
"has functional association with","1.72298667711646","VPS13A (has functional association with) RAB7A","false","has functional association with","VPS13A (has functional association with) RAB7A"
"has functional association with","1.57089735613577","U2AF2 (has functional association with) BCLAF1","false","has functional association with","U2AF2 (has functional association with) BCLAF1"
"has functional association with","3.53924697962894","DNAH1 (has functional association with) DNAH3","false","has functional association with","DNAH1 (has functional association with) DNAH3"
"has functional association with","1.4995418290092","MYH7 (has functional association with) WNK2","false","has functional association with","MYH7 (has functional association with) WNK2"
"has functional association with","3.53924697962894","DNAH5 (has functional association with) DNAH1","false","has functional association with","DNAH5 (has functional association with) DNAH1"
"has functional association with","3.53924697962894","DNAH5 (has functional association with) DNAH3","false","has functional association with","DNAH5 (has functional association with) DNAH3"
"has functional association with","3.02254372250696","BIRC6 (has functional association with) USP34","false","has functional association with","BIRC6 (has functional association with) USP34"
"has functional association with","1.61434674918702","RPL10 (has functional association with) BAZ1B","false","has functional association with","RPL10 (has functional association with) BAZ1B"
