citation,Confidence Value,evidence: CCMI,evidence: Co-dependence,evidence: mRNA co-expression,evidence: Physical,evidence: Protein co-expression,evidence: Sequence similarity,Experimental System,Experimental System Type,FBS_max,Integrated score,interaction,Interaction Detection Methods,LLS,Modification,name,PFC,Phenotypes,Presence In Other Species,Publication 1st Author,Qualifications,Score,selected,shared interaction,shared name,Source Databases,Throughput
pubmed:25416956|pubmed:25910212|pubmed:29892012|pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,KRT6A (interacts-with) KRT38,,,,,"this interaction was found to remain intact in the case of at least one bait protein mutation as part of an assessment of the effect on protein-protein interactions of autism-spectrum disorder mutations in the bait proteins|This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,KRT6A (interacts-with) KRT38,,High Throughput
pubmed:19299420,0.56,,,,,,,Reconstituted Complex,physical,,,interacts-with,MI:0096(pull down),,,SIRPA (interacts-with) FLNA,,,,Shen X (2009),,,false,interacts-with,SIRPA (interacts-with) FLNA,,High Throughput
pubmed:19299420,0.56,,,,,,,Reconstituted Complex,physical,,,interacts-with,MI:0096(pull down),,,SIRPA (interacts-with) FUBP1,,,,Shen X (2009),,,false,interacts-with,SIRPA (interacts-with) FUBP1,,High Throughput
pubmed:19299420,0.68,,,,,,,Reconstituted Complex|Affinity Capture-Western,physical,,,interacts-with,MI:0096(pull down)|MI:0004(affinity chromatography technology),,,SIRPA (interacts-with) ILK,,,,Shen X (2009),,,false,interacts-with,SIRPA (interacts-with) ILK,,High Throughput|Low Throughput|Low Throughput
pubmed:19299420,0.68,,,,,,,Reconstituted Complex|Affinity Capture-Western,physical,,,interacts-with,MI:0096(pull down)|MI:0004(affinity chromatography technology),,,SIRPA (interacts-with) HSP90AB1,,,,Shen X (2009),,,false,interacts-with,SIRPA (interacts-with) HSP90AB1,,High Throughput|Low Throughput
pubmed:33961781,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,SIRPA (interacts-with) SIRPB1,,,,Huttlin EL (2021),"BioPlex 3.0 HEK 293T cells CompPASS score = 1, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",1,false,interacts-with,SIRPA (interacts-with) SIRPB1,,High Throughput
pubmed:22939624|pubmed:32707033|pubmed:31980649,0.85,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology),,,MAP4K1 (interacts-with) HSP90AB1,,,,Taipale M (2012)|Buljan M (2020)|Kennedy SA (2020),,,false,interacts-with,MAP4K1 (interacts-with) HSP90AB1,MI:0469(intact),High Throughput
pubmed:24362026|pubmed:19706536|pubmed:31980649|pubmed:10233887|pubmed:17192257,0.78,,,,,,,Biochemical Activity|Affinity Capture-Western|Affinity Capture-MS,physical,,,interacts-with,MI:0493(in vivo)|MI:0415(enzymatic study)|MI:0004(affinity chromatography technology),,Phosphorylation,MAP4K1 (interacts-with) MAP4K1,,,,Nagata Y (1999)|Wissing J (2006)|Wang H (2013)|Brenner D (2009)|Kennedy SA (2020),Hpk1 autophosphorylates in vitro,,false,interacts-with,MAP4K1 (interacts-with) MAP4K1,MI:0468(hprd)|i2d|biogrid,Low Throughput|High Throughput
pubmed:33961781,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,GBP7 (interacts-with) SYNE2,,,,Huttlin EL (2021),"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999977507, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.999977507,false,interacts-with,GBP7 (interacts-with) SYNE2,,High Throughput
pubmed:1634521|pubmed:33961781,,0,0.059,0.126,0.071,0.568,0.103,Protein-peptide|Affinity Capture-MS,physical,,0.332,interacts-with,,,,SPTA1 (interacts-with) SPTB,,,,,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999834, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.999999834147817,false,interacts-with,SPTA1 (interacts-with) SPTB,,Low Throughput|High Throughput
pubmed:12672815,0.72,,,,,,,Co-crystal Structure,physical,,,interacts-with,MI:0114(x-ray crystallography),,,SPTA1 (interacts-with) SPTA1,,,,Park S (2003),NMR structure,,false,interacts-with,SPTA1 (interacts-with) SPTA1,biogrid,Low Throughput
pubmed:16889989,0.63,,,,,,,Affinity Capture-Western,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,SPTA1 (interacts-with) SPTBN4,,,,Sridharan DM (2006),,,false,interacts-with,SPTA1 (interacts-with) SPTBN4,biogrid,Low Throughput
pubmed:16889989,0.63,,,,,,,Affinity Capture-Western,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,SPTA1 (interacts-with) FANCD2,,,,Sridharan DM (2006),,,false,interacts-with,SPTA1 (interacts-with) FANCD2,biogrid,Low Throughput
pubmed:9422771|pubmed:11453982,0.62,,,,,,,Protein-peptide,physical,,,interacts-with,MI:0492(in vitro),,,INPP5D (interacts-with) INPP5D,,,,Kuroiwa A (1998)|Koncz G (2001),,,false,interacts-with,INPP5D (interacts-with) INPP5D,MI:0468(hprd),Low Throughput
pubmed:25416956,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,INPP5D (interacts-with) KRTAP10-7,,,,Rolland T (2014),,,false,interacts-with,INPP5D (interacts-with) KRTAP10-7,biogrid|MI:0469(intact),High Throughput
pubmed:33961781,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,PTPRN2 (interacts-with) FGFR1,,,,,"BioPlex HCT HCT116 cells CompPASS score = 0.978846351, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.978846351,false,interacts-with,PTPRN2 (interacts-with) FGFR1,,High Throughput
pubmed:12421765,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,PTPRN2 (interacts-with) CKAP5,,,,,,,false,interacts-with,PTPRN2 (interacts-with) CKAP5,,Low Throughput
pubmed:11086001,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,PTPRN2 (interacts-with) SPTBN4,,,,,,,false,interacts-with,PTPRN2 (interacts-with) SPTBN4,,Low Throughput
pubmed:28675297,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,PTPRN2 (interacts-with) GCN1L1,,,,,,,false,interacts-with,PTPRN2 (interacts-with) GCN1L1,,High Throughput
pubmed:26344197,,,,,,,,Co-fractionation,physical,,,interacts-with,,,,MYO1E (interacts-with) MYO5A,,,,,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",0.687315052,false,interacts-with,MYO1E (interacts-with) MYO5A,,High Throughput
pubmed:35271311,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,MYO1E (interacts-with) MYO1C,,,,,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,,false,interacts-with,MYO1E (interacts-with) MYO1C,,High Throughput
pubmed:35271311,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,MYO1E (interacts-with) RPS27A,,,,,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,,false,interacts-with,MYO1E (interacts-with) RPS27A,,High Throughput
pubmed:21423215,0.76,,,,,,,Affinity Capture-Western,physical,,,interacts-with,MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology),,,KMT2E (interacts-with) TP53,,,,Cheng F (2011),,,false,interacts-with,KMT2E (interacts-with) TP53,MI:0469(intact)|biogrid,Low Throughput
pubmed:33961781,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,SLC7A1 (interacts-with) NCR3LG1,,,,Huttlin EL (2021),"BioPlex 3.0 HEK 293T cells CompPASS score = 0.804246288, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.804246288,false,interacts-with,SLC7A1 (interacts-with) NCR3LG1,,High Throughput
pubmed:28514442|pubmed:33961781,0.82,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation),,,SLC7A1 (interacts-with) MBOAT7,,,,Huttlin EL (2017)|Huttlin EL (2021),"BioPlex 2.0 HEK 293T cells CompPASS score = 0.975500115, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.|BioPlex 3.0 HEK 293T cells CompPASS score = 0.947539653, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.947539652919289|0.975500115|0.947539653,false,interacts-with,SLC7A1 (interacts-with) MBOAT7,biogrid,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,SLC7A1 (interacts-with) WRB,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,SLC7A1 (interacts-with) WRB,,High Throughput
pubmed:32296183,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,SLC7A1 (interacts-with) GPR152,,,,,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",,false,interacts-with,SLC7A1 (interacts-with) GPR152,,High Throughput
pubmed:10650002,,,,,,,,Two-hybrid|Affinity Capture-Western,physical,,,interacts-with,,,,Ern2 (interacts-with) TRAF2,,,,,,,false,interacts-with,Ern2 (interacts-with) TRAF2,,Low Throughput
pubmed:26496610,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,Apc (interacts-with) AMER1,,,,,interaction detected by quantitative BAC-GFP interactomics (QUBIC),,false,interacts-with,Apc (interacts-with) AMER1,,High Throughput
pubmed:30021884,0.72,,,,,,,Proximity Label-MS,physical,,,interacts-with,MI:0030(cross-linking study)|bioid,,,SPTAN1 (interacts-with) SMC4,,,,Fasci D (2018),interaction identified using XL-MS (cross-linking mass spectrometry): unfractionated cells or TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in a parallel experiment using TX100-soluble fractions,,false,interacts-with,SPTAN1 (interacts-with) SMC4,MI:0469(intact),High Throughput
pubmed:9890967|pubmed:17607528,,,,,,,,Reconstituted Complex|Two-hybrid,physical,,,interacts-with,,,,SPTAN1 (interacts-with) SPTB,,,,,,,false,interacts-with,SPTAN1 (interacts-with) SPTB,,Low Throughput
pubmed:26297932|pubmed:31180492,0.73,,,,,,,Affinity Capture-Western|Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,SPTAN1 (interacts-with) FANCD2,,,,Zhang P (2015)|Pladevall-Morera D (2019),hit proteins associated with FANCD2 but were not '...at least 1.5-fold higher abundance in the FANCD2 pull-down compared to IgG from synchronized and APH (aphidicolin) treated cells in more than half of the experiments from which they were identified',,false,interacts-with,SPTAN1 (interacts-with) FANCD2,biogrid,Low Throughput|High Throughput
pubmed:30021884,0.72,,,,,,,Proximity Label-MS,physical,,,interacts-with,MI:0030(cross-linking study)|bioid,,,SPTAN1 (interacts-with) DNAH6,,,,Fasci D (2018),interaction identified using XL-MS (cross-linking mass spectrometry): TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using unfractionated cells or TX100-soluble fractions,,false,interacts-with,SPTAN1 (interacts-with) DNAH6,MI:0469(intact),High Throughput
pubmed:17607528,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,SPTAN1 (interacts-with) TAF1,,,,Oh Y (2007),,,false,interacts-with,SPTAN1 (interacts-with) TAF1,biogrid,Low Throughput
pubmed:17607528,,,,,,,,Two-hybrid,physical,,,interacts-with,,,,SPTAN1 (interacts-with) KALRN,,,,,,,false,interacts-with,SPTAN1 (interacts-with) KALRN,,Low Throughput
pubmed:17607528,0.63,,,,,,,Two-hybrid,physical,,,interacts-with,MI:0018(two hybrid),,,SPTAN1 (interacts-with) SPTBN4,,,,Oh Y (2007),,,false,interacts-with,SPTAN1 (interacts-with) SPTBN4,biogrid,Low Throughput
pubmed:31343991,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,CUL9 (interacts-with) PTPRN2,,,,Wang P (2019),,,false,interacts-with,CUL9 (interacts-with) PTPRN2,,High Throughput
pubmed:31343991,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,CUL9 (interacts-with) MYO18B,,,,Wang P (2019),,,false,interacts-with,CUL9 (interacts-with) MYO18B,,High Throughput
pubmed:31343991,,,,,,,,Affinity Capture-MS,physical,,,interacts-with,,,,CUL9 (interacts-with) CSNK2A1,,,,,,,false,interacts-with,CUL9 (interacts-with) CSNK2A1,,High Throughput
pubmed:31343991,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,CUL9 (interacts-with) ALG13,,,,Wang P (2019),,,false,interacts-with,CUL9 (interacts-with) ALG13,,High Throughput
pubmed:31343991,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,CUL9 (interacts-with) POTEJ,,,,Wang P (2019),,,false,interacts-with,CUL9 (interacts-with) POTEJ,,High Throughput
pubmed:33961781,0.63,,,,,,,Affinity Capture-MS,physical,,,interacts-with,MI:0004(affinity chromatography technology),,,CUL9 (interacts-with) MYO5A,,,,Huttlin EL (2021),"BioPlex 3.0 HEK 293T cells CompPASS score = 0.883917992, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",0.883917991518647|0.883917992,false,interacts-with,CUL9 (interacts-with) MYO5A,,High Throughput
